x,y,z
-1.008934509277343778e+02,2.229451370239257812e+01,-7.112871646881103516e+00
-1.008934509277343778e+02,2.239451370239257955e+01,-7.112695693969726562e+00
-1.008934509277343778e+02,2.249451370239258097e+01,-7.112511157989501953e+00
-1.008934509277343778e+02,2.259451370239258239e+01,-7.112441539764404297e+00
-1.008934509277343778e+02,2.269451370239257670e+01,-7.112217903137207031e+00
-1.008934509277343778e+02,2.279451370239257812e+01,-7.112075328826904297e+00
-1.008934509277343778e+02,2.289451370239257955e+01,-7.111888885498046875e+00
-1.008934509277343778e+02,2.299451370239258097e+01,-7.111702919006347656e+00
-1.008934509277343778e+02,2.309451370239258239e+01,-7.111697673797607422e+00
-1.008934509277343778e+02,2.319451370239257670e+01,-7.111274242401123047e+00
-1.008934509277343778e+02,2.329451370239257812e+01,-7.111162662506103516e+00
-1.008934509277343778e+02,2.339451370239257955e+01,-7.111050128936767578e+00
-1.008934509277343778e+02,2.349451370239258097e+01,-7.111144065856933594e+00
-1.007934509277343693e+02,2.359451370239258239e+01,-7.111271858215332031e+00
-1.006934509277343750e+02,2.369451370239257670e+01,-7.111419200897216797e+00
-1.005934509277343807e+02,2.379451370239257812e+01,-7.111410617828369141e+00
-1.004934509277343722e+02,2.389451370239257955e+01,-7.111443996429443359e+00
-1.003934509277343778e+02,2.399451370239258097e+01,-7.111305236816406250e+00
-1.002934509277343693e+02,2.409451370239258239e+01,-7.111042499542236328e+00
-1.001934509277343750e+02,2.419451370239257670e+01,-7.112137317657470703e+00
-1.000934509277343807e+02,2.429451370239257812e+01,-7.113511085510253906e+00
-9.999345092773437216e+01,2.439451370239257955e+01,-7.115362644195556641e+00
-9.999345092773437216e+01,2.449451370239258097e+01,-7.112045288085937500e+00
-9.999345092773437216e+01,2.459451370239258239e+01,-7.101370811462402344e+00
-9.999345092773437216e+01,2.469451370239257670e+01,-7.094302654266357422e+00
-9.999345092773437216e+01,2.479451370239257812e+01,-7.097429752349853516e+00
-9.999345092773437216e+01,2.489451370239257955e+01,-7.100249767303466797e+00
-9.999345092773437216e+01,2.499451370239258097e+01,-7.105093002319335938e+00
-9.999345092773437216e+01,2.509451370239258239e+01,-7.107906341552734375e+00
-9.999345092773437216e+01,2.519451370239257670e+01,-7.113051891326904297e+00
-9.999345092773437216e+01,2.529451370239257812e+01,-7.111141681671142578e+00
-9.999345092773437216e+01,2.539451370239257955e+01,-7.110121726989746094e+00
-9.999345092773437216e+01,2.549451370239258097e+01,-7.108248710632324219e+00
-9.999345092773437216e+01,2.559451370239258239e+01,-7.107298374176025391e+00
-9.999345092773437216e+01,2.569451370239257670e+01,-7.106036186218261719e+00
-9.999345092773437216e+01,2.579451370239257812e+01,-7.104601860046386719e+00
-9.999345092773437216e+01,2.589451370239257955e+01,-7.102967262268066406e+00
-9.999345092773437216e+01,2.599451370239258097e+01,-7.102199077606201172e+00
-9.999345092773437216e+01,2.609451370239258239e+01,-7.097871780395507812e+00
-9.999345092773437216e+01,2.619451370239257670e+01,-7.093379974365234375e+00
-9.999345092773437216e+01,2.629451370239257812e+01,-7.091025829315185547e+00
-9.999345092773437216e+01,2.639451370239257955e+01,-7.086812019348144531e+00
-9.999345092773437216e+01,2.649451370239258097e+01,-7.085922718048095703e+00
-9.999345092773437216e+01,2.659451370239258239e+01,-7.085826396942138672e+00
-9.999345092773437216e+01,2.669451370239257670e+01,-7.085830688476562500e+00
-9.999345092773437216e+01,2.679451370239257812e+01,-7.086087703704833984e+00
-9.999345092773437216e+01,2.689451370239257955e+01,-7.085800170898437500e+00
-9.999345092773437216e+01,2.699451370239258097e+01,-7.084500789642333984e+00
-9.999345092773437216e+01,2.709451370239258239e+01,-7.082334041595458984e+00
-9.999345092773437216e+01,2.719451370239258381e+01,-7.079854965209960938e+00
-9.999345092773437216e+01,2.729451370239257812e+01,-7.077789306640625000e+00
-9.989345092773437784e+01,2.739451370239257955e+01,-7.074654102325439453e+00
-9.989345092773437784e+01,2.749451370239258097e+01,-7.073929786682128906e+00
